recipe_id,recipe_name,category,area,country,ingredient_names,ingredient_measures,ingredient_count,source_url,youtube_url,thumbnail_url,mealdb_url,fetched_at
mealdb#53244,Prawn & noodle salad with crispy shallots,Seafood,Vietnamese,Vietnam,Rice Noodles|Prawns|Red Onions|Red Chilli|Cucumber|Coriander|Mint|Roasted Peanut|Lime|Brown Sugar|Fish Sauce|Garlic|Shallots|Vegetable Oil|Flour,200g|200g|1 sliced|1 sliced|1 sliced|Handful|Handful|2 tablespoons|Juice of 3|1 tablespoon|2 tsp|1 clove peeled crushed|5 Slices|For frying|Sprinkling,15,https://www.bbcgoodfood.com/recipes/vietnamese-prawn-noodle-salad-crispy-shallots,,https://www.themealdb.com/images/media/meals/0iryz91763778419.jpg,https://www.themealdb.com/meal/53244,2026-08-10T01:05:06Z
mealdb#53230,Purple sprouting broccoli tempura with nuoc cham,Miscellaneous,Vietnamese,Vietnam,Corn Flour|Plain Flour|Sesame Seed|Vegetable Oil|Soda Water|Purple Sprouting Broccoli|Fish Sauce|Lime|Birds-eye Chillies|Sugar,50g|100g|1 tablespoon|For frying|250ml|200g|2 tablespoons|Juice of 2|1 chopped|2 tablespoons,10,https://www.bbcgoodfood.com/recipes/purple-sprouting-broccoli-tempura-with-nuoc-cham,,https://www.themealdb.com/images/media/meals/xnv4wf1763756529.jpg,https://www.themealdb.com/meal/53230,2026-08-10T01:05:06Z
mealdb#53227,Rice paper dumplings,Pork,Vietnamese,Vietnam,White Cabbage|Carrots|Shiitake Mushrooms|Ground Pork|Garlic|Ginger|Soy Sauce|Sesame Seed Oil|Spring Onions|Rice Paper Sheets|Vegetable Oil|Soy Sauce|Rice Vinegar|Sesame Seed|Spring Onions,1/4|1|100g|400g|2 cloves minced|20g|2 tsp|2 tsp|3 sliced thinly|20|75 ml|2 tablespoons|2 tablespoons|1/2 tbs|2 sliced,15,https://www.bbcgoodfood.com/recipes/rice-paper-dumplings,https://www.youtube.com/shorts/YU09jIusxo4,https://www.themealdb.com/images/media/meals/sfahy01763752319.jpg,https://www.themealdb.com/meal/53227,2026-08-10T01:05:06Z
mealdb#53234,Salmon noodle soup,Seafood,Vietnamese,Vietnam,Chicken Stock|Thai Red Curry Paste|Rice Noodles|Shiitake Mushrooms|Sweetcorn|Salmon|Lime|Soy Sauce|Brown Sugar|Coriander,1 L|2 tsp|100g|150g|125g|2|Juice of 2|1 tablespoon|Pinch|Bunch,10,https://www.bbcgoodfood.com/recipes/salmon-noodle-soup,https://www.youtube.com/watch?v=__Kh1sizUAM,https://www.themealdb.com/images/media/meals/ikizdm1763760862.jpg,https://www.themealdb.com/meal/53234,2026-08-10T01:05:06Z
mealdb#53248,Salmon noodle wraps,Seafood,Vietnamese,Vietnam,Rice Noodles|Spring Onions|Petit Pois|Chilli|Coriander|Lime|Salmon,100g|3 sliced thinly|50g|85g|85g|85g|300g,7,https://www.bbcgoodfood.com/recipes/salmon-noodle-wraps,https://www.youtube.com/watch?v=9j2qftITN-Y,https://www.themealdb.com/images/media/meals/prrirc1763781360.jpg,https://www.themealdb.com/meal/53248,2026-08-10T01:05:06Z
mealdb#53233,Salt & pepper squid,Seafood,Vietnamese,Vietnam,Corn Flour|Plain Flour|Black Pepper|Szechuan Peppercorns|Sunflower Oil|Squid|Spring Onions|Green Chilli|Red Chilli|Cucumber|Red Onions|Rice Vinegar|Caster Sugar|Fish Sauce,85g|85g|2 tsp|2 tsp|For frying|400g|Sliced|Sliced|1 chopped|1/2|1 chopped|100 ml|1 tablespoon|2 tsp,14,https://www.bbcgoodfood.com/recipes/salt-pepper-squid,https://www.youtube.com/watch?v=l1Ik6k22s1I,https://www.themealdb.com/images/media/meals/yxiilf1763759428.jpg,https://www.themealdb.com/meal/53233,2026-08-10T01:05:06Z
mealdb#53247,"Sea bass with sizzled ginger, chilli & spring onions",Seafood,Vietnamese,Vietnam,Sea Bass Fillets|Sunflower Oil|Ginger|Garlic Clove|Red Chilli|Spring Onions|Soy Sauce,6|3 tablespoons|Knob|3 sliced thinly|3 Large|Bunch|1 tablespoon,7,https://www.bbcgoodfood.com/recipes/sea-bass-sizzled-ginger-chilli-spring-onions,https://www.youtube.com/watch?v=xzDYKZl50FQ,https://www.themealdb.com/images/media/meals/tqd7s21763780609.jpg,https://www.themealdb.com/meal/53247,2026-08-10T01:05:06Z
mealdb#53229,Steak & Vietnamese noodle salad,Beef,Vietnamese,Vietnam,Brown Rice Noodle|Rapeseed Oil|Fillet Of Steak|Carrots|Chinese Cabbage|Spring Onions|Coriander|Red Chilli|Lime|Brown Sugar|Rice Vinegar|Garlic Clove|Fish Sauce,85g|1 tsp|250g|2|1/2|4 finely sliced|Handful|1 sliced|Juice of 1|2 tsp|1 tsp|1 chopped|1/2 tbs,13,https://www.bbcgoodfood.com/recipes/steak-vietnamese-noodle-salad,https://www.youtube.com/watch?v=Lo4_GdyetEU,https://www.themealdb.com/images/media/meals/st9shl1763755808.jpg,https://www.themealdb.com/meal/53229,2026-08-10T01:05:06Z
mealdb#53246,"Tangy carrot, cabbage & onion salad",Vegetarian,Vietnamese,Vietnam,Carrots|Red Cabbage|Red Onions|Mint|Coriander Leaves|Roasted Peanut|Lime|Ground Nut Oil|Red Chilli|Brown Sugar,4 sliced|1/2|2 sliced|Handful|Handful|Handful|Juice of 2|1 tablespoon|1 chopped|1 tablespoon,10,https://www.bbcgoodfood.com/recipes/tangy-carrot-red-cabbage-onion-salad,https://www.youtube.com/watch?v=-BJWMkJMIns,https://www.themealdb.com/images/media/meals/dbazbg1763779999.jpg,https://www.themealdb.com/meal/53246,2026-08-10T01:05:06Z
mealdb#53240,"Tofu, greens & cashew stir-fry",Vegetarian,Vietnamese,Vietnam,Vegetable Oil|Broccoli|Garlic Clove|Red Chilli|Spring Onions|Soya Bean|Pak Choi|Marinated Tofu|Hoisin Sauce|Soy Sauce|Cashew Nuts,1 tablespoon|1 head|4 sliced|1 sliced|1 bunch|140g|2 heads|300g|1 ½ tbsp|1 tablespoon|25g,11,https://www.bbcgoodfood.com/recipes/tofu-greens-cashew-stir-fry,https://www.youtube.com/watch?v=l8wuWeNy3J4,https://www.themealdb.com/images/media/meals/minfsc1763766806.jpg,https://www.themealdb.com/meal/53240,2026-08-10T01:05:06Z
mealdb#53249,Turkey Banh mi,Miscellaneous,Vietnamese,Vietnam,Baguette|Chicken Liver|Cucumber|Turkey|Mayonnaise|Red Chilli|Mint|Carrots|Red Cabbage|Ground Ginger|Rice Vinegar|Golden Caster Sugar,2 small|50g|1/4|140g|1 tablespoon|1 sliced|Handful|2 small|75g|1/4 tsp|½ tablespoon|1/2 teaspoon,12,https://www.bbcgoodfood.com/recipes/turkey-banh-mi,https://www.youtube.com/watch?v=L-ItzFfVgos,https://www.themealdb.com/images/media/meals/1wj8w31763781990.jpg,https://www.themealdb.com/meal/53249,2026-08-10T01:05:06Z
mealdb#53251,Turkish lahmacun,Beef,Vietnamese,Vietnam,Strong white bread flour|Fast action yeast|Corn Flour|Tomato|Green Chilli|Spring Onions|Parsley|Ground Beef|Chilli Flakes|Ground Cumin|Allspice|Olive Oil|Lemon|Red Onions,500g|10g|Sprinkling|2|2|4 Chopped|Bunch|250g|2 tsp|Pinch|1 tsp|2 tablespoons|1/2|1,14,https://www.bbcgoodfood.com/recipes/lahmacun,https://www.youtube.com/watch?v=8HTa64s8RK8,https://www.themealdb.com/images/media/meals/tqd3ac1763786065.jpg,https://www.themealdb.com/meal/53251,2026-08-10T01:05:06Z
mealdb#53250,Vegan banh mi,Vegan,Vietnamese,Vietnam,Raw Vegetables|Vegan White Wine Vinegar|Golden Caster Sugar|Baguette|Hummus|Tempeh|Coriander|Mint|Hotsauce,150g|3 tablespoons|1 tsp|1 large|100g|175g|Handful|Handful|To serve,9,https://www.bbcgoodfood.com/recipes/boxing-day-banh-mi,https://www.youtube.com/watch?v=i0_C3eRTbgg,https://www.themealdb.com/images/media/meals/sonirb1763782831.jpg,https://www.themealdb.com/meal/53250,2026-08-10T01:05:06Z
mealdb#53228,Vietnamese caramel trout,Seafood,Vietnamese,Vietnam,Golden Caster Sugar|Fish Sauce|Red Chilli|Ginger|Rainbow Trout|Bok Choi|Lemon|Coriander|Rice,50g|1 tablespoon|1 sliced|large piece|2|2 heads|Juice of 1/2|Sprigs of fresh|Steamed,9,https://www.bbcgoodfood.com/recipes/vietnamese-caramel-trout,https://www.youtube.com/watch?v=3MBbvrUtn74,https://www.themealdb.com/images/media/meals/p02vq41763754350.jpg,https://www.themealdb.com/meal/53228,2026-08-10T01:05:06Z
mealdb#53232,Vietnamese chicken salad,Chicken,Vietnamese,Vietnam,Rice Noodles|Carrots|Cucumber|Chicken Breasts|Radish|Red Onions|Mint|Peanuts|Red Chilli|Lime|Fish Sauce|Soy Sauce|Sesame Seed Oil,140g|1|1/2|2|50g|1/2|Bunch|25g|1 chopped|Zest and juice of 1|1 ½ tbsp|1 ½ tbsp|1 ½ tbsp,13,https://www.bbcgoodfood.com/recipes/vietnamese-chicken-salad,https://www.youtube.com/watch?v=behSkhzKpHI,https://www.themealdb.com/images/media/meals/pk8wtn1763758591.jpg,https://www.themealdb.com/meal/53232,2026-08-10T01:05:06Z
mealdb#52828,Vietnamese Grilled Pork (bun-thit-nuong),Pork,Vietnamese,Vietnam,Pork|Rice Vermicelli|Egg Rolls|Challots|Garlic|Sugar|Fish Sauce|Soy sauce|Pepper|Olive Oil|Cucumber|Mint|Peanuts,1.5 pounds sliced|1 package thin|4-6|3 tablespoons minced|1.5 tablespoons minced garlic|¼ cup|1 tablespoon|½ tablespoon thick|½ tablespoon|3 tablespoons|Sliced|Leaves|Crushed,13,http://www.hungryhuy.com/bun-thit-nuong-recipe-vietnamese-grilled-bbq-pork-with-rice-vermicelli-vegetables/,https://www.youtube.com/watch?v=Q3qcQcENzbU,https://www.themealdb.com/images/media/meals/qqwypw1504642429.jpg,https://www.themealdb.com/meal/52828,2026-08-10T01:05:06Z
mealdb#53231,Vietnamese lamb shanks with sweet potatoes,Lamb,Vietnamese,Vietnam,Ground Nut Oil|Lamb Shanks|Onion|Ginger|Garlic Clove|Red Chilli|Red Chilli|Brown Sugar|Brown Sugar|Star Anise|Lemongrass Stalks|Lamb Stock|Tomato Puree|Sweet Potatoes|Fish Sauce|Lime|Mint|Basil Leaves,2 tablespoons|4|2|2 tbs chopped|3 sliced thinly|1 chopped|1 sliced|1 tablespoon|1 tsp|3|2|1L|1 ½ tbsp|4|2 tablespoons|Juice of 2|Handful|Handful,18,https://www.bbcgoodfood.com/recipes/vietnamese-lamb-shanks-sweet-potatoes,https://www.tiktok.com/@shanice_and_lima/video/7280471655959383297,https://www.themealdb.com/images/media/meals/7xte3u1763757761.jpg,https://www.themealdb.com/meal/53231,2026-08-10T01:05:06Z
mealdb#53237,Vietnamese pork salad,Pork,Vietnamese,Vietnam,Golden Caster Sugar|Lime|Red Chilli|Coriander|Sesame Seed Oil|Fish Sauce|Soy Sauce|Pork Tenderloin|Vegetable Oil|White Cabbage|Cucumber|Celery|Spring Onions|Red Chilli|Lemongrass Stalks|Lime|Coriander|Mint,1 tsp|Juice of 2|1 chopped|Handful|1 tablespoon|1 tablespoon|1 tablespoon|500g|For brushing|1/4|1 chopped|5 chopped|3 sliced thinly|1 chopped|2 chopped|Zest of 1|Handful|Handful,18,https://www.bbcgoodfood.com/recipes/vietnamese-pork-salad,https://www.youtube.com/watch?v=_DCJNrNTTB4,https://www.themealdb.com/images/media/meals/g7jomp1763763994.jpg,https://www.themealdb.com/meal/53237,2026-08-10T01:05:06Z
mealdb#53243,Vietnamese prawn spiralized rolls,Seafood,Vietnamese,Vietnam,Lime|Rice Vinegar|Palm Sugar|Fish Sauce|Birds-eye Chillies|Rice Paper Sheets|Mint|Coriander|King Prawns|Carrots|Courgettes,Juice of 1/2|2 tablespoons|1 tablespoon|3 tablespoons|1 chopped|6|Small bunch|Small bunch|12|1 large|1,11,https://www.bbcgoodfood.com/recipes/vietnamese-prawn-spiralized-rolls,https://www.youtube.com/watch?v=lNU0LKVtHC4,https://www.themealdb.com/images/media/meals/9r2xrg1763771238.jpg,https://www.themealdb.com/meal/53243,2026-08-10T01:05:06Z
mealdb#53241,Vietnamese veg parcels,Vegetarian,Vietnamese,Vietnam,Rice Flour Pancakes|Rice Noodles|Chicken Breast|Carrots|Cucumber|Red Pepper|Lettuce|Coriander|Mint|Fish Sauce|Rice Vinegar|Lime|Red Chilli,100g|50g|1|1 sliced|1 sliced|1 sliced|To serve|To serve|To serve|4 tablespoons|2 tablespoons|Juice of 1/2|1 sliced,13,https://www.bbcgoodfood.com/recipes/vietnamese-veg-parcels,https://www.youtube.com/watch?v=k3ciVdNBuK0,https://www.themealdb.com/images/media/meals/f698g91763768731.jpg,https://www.themealdb.com/meal/53241,2026-08-10T01:05:06Z
mealdb#53235,Vietnamese-style caramel pork,Pork,Vietnamese,Vietnam,Ground Nut Oil|Pork Shoulder Steaks|Shallots|Ground Ginger|Red Chilli|Brown Sugar|Fish Sauce|Chilli Sauce|Spring Onions|Rice|Pak Choi,1 ½ tbsp|500g|2 chopped|1 tablespoon|1 chopped|75g|1 tablespoon|2 tsp|4|Steamed|To serve,11,https://www.bbcgoodfood.com/recipes/vietnamese-style-caramel-pork,https://www.youtube.com/watch?v=qmQe0Qxvyzc,https://www.themealdb.com/images/media/meals/4mzt101763761546.jpg,https://www.themealdb.com/meal/53235,2026-08-10T01:05:06Z
mealdb#53236,Vietnamese-style veggie hotpot,Vegetarian,Vietnamese,Vietnam,Vegetable Oil|Ginger|Garlic Clove|Butternut Squash|Soy Sauce|Brown Sugar|Vegetable Stock|Green Beans|Spring Onions|Coriander Leaves|Jasmine Rice,2 tsp|4cm finely chopped|2 chopped|1/2|2 tsp|2 tsp|200ml|100g shredded|4 sliced|To serve|To serve,11,https://www.bbcgoodfood.com/recipes/vietnamese-veggie-hotpot,https://www.youtube.com/watch?v=OR6jC9gw_Hw,https://www.themealdb.com/images/media/meals/4uje7l1763762276.jpg,https://www.themealdb.com/meal/53236,2026-08-10T01:05:06Z
