recipe_id,recipe_name,category,area,country,ingredient_names,ingredient_measures,ingredient_count,source_url,youtube_url,thumbnail_url,mealdb_url,fetched_at
mealdb#52893,Apple & Blackberry Crumble,Dessert,British,United Kingdom,Plain Flour|Caster Sugar|Butter|Braeburn Apples|Butter|Demerara Sugar|Blackberries|Cinnamon|Ice Cream,120g|60g|60g|300g|30g|30g|120g|¼ teaspoon|to serve,9,https://www.bbcgoodfood.com/recipes/778642/apple-and-blackberry-crumble,https://www.youtube.com/watch?v=4vhcOwVBDO4,https://www.themealdb.com/images/media/meals/xvsurr1511719182.jpg,https://www.themealdb.com/meal/52893,2026-08-10T01:05:06Z
mealdb#52768,Apple Frangipan Tart,Dessert,British,United Kingdom,"digestive biscuits|butter|Bramley apples|Salted Butter|caster sugar|free-range eggs, beaten|ground almonds|almond extract|flaked almonds",175g/6oz|75g/3oz|200g/7oz|75g/3oz|75g/3oz|2|75g/3oz|1 tsp|50g/1¾oz,9,,https://www.youtube.com/watch?v=rp8Slv4INLk,https://www.themealdb.com/images/media/meals/wxywrq1468235067.jpg,https://www.themealdb.com/meal/52768,2026-08-10T01:05:06Z
mealdb#52959,Baked salmon with fennel & tomatoes,Seafood,British,United Kingdom,Fennel|Parsley|Lemon|Cherry Tomatoes|Olive Oil|Salmon|Black Olives,2 medium|2 tbs chopped|Juice of 1|175g|1 tbs|350g|to serve,7,https://www.bbcgoodfood.com/recipes/7745/baked-salmon-with-fennel-and-tomatoes,https://www.youtube.com/watch?v=xvPR2Tfw5k0,https://www.themealdb.com/images/media/meals/1548772327.jpg,https://www.themealdb.com/meal/52959,2026-08-10T01:05:06Z
mealdb#52767,Bakewell tart,Dessert,British,United Kingdom,"plain flour|chilled butter|cold water|raspberry jam|butter|caster sugar|ground almonds|free-range egg, beaten|almond extract|flaked almonds",175g/6oz|75g/2½oz|2-3 tbsp|1 tbsp|125g/4½oz|125g/4½oz|125g/4½oz|1|½ tsp|50g/1¾oz,10,,https://www.youtube.com/watch?v=1ahpSTf_Pvk,https://www.themealdb.com/images/media/meals/wyrqqq1468233628.jpg,https://www.themealdb.com/meal/52767,2026-08-10T01:05:06Z
mealdb#52894,Battenberg Cake,Dessert,British,United Kingdom,Butter|Caster Sugar|Self-raising Flour|Almonds|Baking Powder|Eggs|Vanilla Extract|Almond Extract|Butter|Caster Sugar|Self-raising Flour|Almonds|Baking Powder|Eggs|Vanilla Extract|Almond Extract|Pink Food Colouring|Apricot|Marzipan|Icing Sugar,175g|175g|140g|50g|½ tsp|3 Medium|½ tsp|¼ teaspoon|175g|175g|140g|50g|½ tsp|3 Medium|½ tsp|¼ teaspoon|½ tsp|200g|1kg|Dusting,20,https://www.bbcgoodfood.com/recipes/1120657/battenberg-cake,https://www.youtube.com/watch?v=aB41Q7kDZQ0,https://www.themealdb.com/images/media/meals/ywwrsp1511720277.jpg,https://www.themealdb.com/meal/52894,2026-08-10T01:05:06Z
mealdb#52848,Bean & Sausage Hotpot,Miscellaneous,British,United Kingdom,Sausages|Tomato Sauce|Butter Beans|Black Treacle|English Mustard,8 large|1 Jar|1200g|1 tbls|1 tsp,5,https://www.bbcgoodfood.com/recipes/339607/bean-and-sausage-hotpot,https://www.youtube.com/watch?v=B0YX0yPX4Wo,https://www.themealdb.com/images/media/meals/vxuyrx1511302687.jpg,https://www.themealdb.com/meal/52848,2026-08-10T01:05:06Z
mealdb#52874,Beef and Mustard Pie,Beef,British,United Kingdom,Beef|Plain Flour|Rapeseed Oil|Red Wine|Beef Stock|Onion|Carrots|Thyme|Mustard|Egg Yolks|Puff Pastry|Green Beans|Butter|Salt|Pepper,1kg|2 tbs|2 tbs|200ml|400ml|1 finely sliced|2 chopped|3 sprigs|2 tbs|2 free-range|400g|300g|25g|pinch|pinch,15,https://www.bbc.co.uk/food/recipes/beef_and_mustard_pie_58002,https://www.youtube.com/watch?v=nMyBC9staMU,https://www.themealdb.com/images/media/meals/sytuqu1511553755.jpg,https://www.themealdb.com/meal/52874,2026-08-10T01:05:06Z
mealdb#52878,Beef and Oyster pie,Beef,British,United Kingdom,Beef|Olive Oil|Shallots|Garlic|Bacon|Thyme|Bay Leaf|Stout|Beef Stock|Corn Flour|Oysters|Plain Flour|Salt|Butter|Eggs,900g|3 tbs|3|2 cloves minced|125g|1 tbs chopped|2|330ml|400ml|2 tbs|8|400g|pinch|250g|To Glaze,15,https://www.bbc.co.uk/food/recipes/beef_and_oyster_pie_65230,https://www.youtube.com/watch?v=ONX74yP6JnI,https://www.themealdb.com/images/media/meals/wrssvt1511556563.jpg,https://www.themealdb.com/meal/52878,2026-08-10T01:05:06Z
mealdb#52873,Beef Dumpling Stew,Beef,British,United Kingdom,Olive Oil|Butter|Beef|Plain Flour|Garlic|Onions|Celery|Carrots|Leek|Swede|Red Wine|Beef Stock|Bay Leaf|Thyme|Parsley|Plain Flour|Baking Powder|Suet|Water,2 tbs|25g|750g|2 tblsp|2 cloves minced|175g|150g|150g|2 chopped|200g|150ml|500g|2|3 tbs|3 tblsp chopped|125g|1 tsp|60g|Splash,19,https://www.bbc.co.uk/food/recipes/beefstewwithdumpling_87333,https://www.youtube.com/watch?v=6NgheY-r5t0,https://www.themealdb.com/images/media/meals/uyqrrv1511553350.jpg,https://www.themealdb.com/meal/52873,2026-08-10T01:05:06Z
mealdb#52824,Beef Sunday Roast,Beef,British,United Kingdom,Beef|Broccoli|Potatoes|Carrots|plain flour|Eggs|milk|sunflower oil,8 slices|12 florets|1 Packet|1 Packet|140g|4|200ml|drizzle (for cooking),8,https://www.bbcgoodfood.com/recipes/9020/best-yorkshire-puddings,https://www.youtube.com/watch?v=2l3-dBdNehY,https://www.themealdb.com/images/media/meals/ssrrrs1503664277.jpg,https://www.themealdb.com/meal/52824,2026-08-10T01:05:06Z
mealdb#52803,Beef Wellington,Beef,British,United Kingdom,mushrooms|English Mustard|Olive Oil|Beef Fillet|Parma ham|Puff Pastry|Flour|Egg Yolks,400g|1-2tbsp|Dash|750g piece|6-8 slices|500g|Dusting|2 Beaten,8,http://www.goodtoknow.co.uk/recipes/164868/Gordon-Ramsay-s-beef-Wellington,https://www.youtube.com/watch?v=FS8u1RBdf6I,https://www.themealdb.com/images/media/meals/vvpprx1487325699.jpg,https://www.themealdb.com/meal/52803,2026-08-10T01:05:06Z
mealdb#52891,Blackberry Fool,Dessert,British,United Kingdom,Hazlenuts|Butter|Caster Sugar|Lemon|Plain Flour|Baking Powder|Blackberries|Sugar|Caster Sugar|Lemon Juice|Double Cream|Yogurt|Mint,50g|125g|150g|Grated|150g|½ tsp|600g|75g|2 tbs|1 tbs|300ml|100ml|Garnish with,13,https://www.bbc.co.uk/food/recipes/blackberry_fool_with_11859,https://www.youtube.com/watch?v=kniRGjDLFrQ,https://www.themealdb.com/images/media/meals/rpvptu1511641092.jpg,https://www.themealdb.com/meal/52891,2026-08-10T01:05:06Z
mealdb#52792,Bread and Butter Pudding,Dessert,British,United Kingdom,butter|bread|sultanas|cinnamon|milk|double cream|eggs|sugar|nutmeg,"25g/1oz|8 thin slices|50g/2oz|2 tsp|350ml/12fl|50ml/2fl oz|2 free-range|25g/1oz|grated, to taste",9,https://cooking.nytimes.com/recipes/1018529-coq-au-vin,https://www.youtube.com/watch?v=Vz5W1-BmOE4,https://www.themealdb.com/images/media/meals/xqwwpy1483908697.jpg,https://www.themealdb.com/meal/52792,2026-08-10T01:05:06Z
mealdb#52842,Broccoli & Stilton soup,Starter,British,United Kingdom,Rapeseed Oil|Onion|Celery|Leek|Potatoes|Butter|Vegetable Stock|Broccoli|Stilton Cheese,2 tblsp|1 finely chopped|1|1 sliced|1 medium|1 knob|1 litre hot|1 Head chopped|140g,9,https://www.bbcgoodfood.com/recipes/1940679/broccoli-and-stilton-soup,https://www.youtube.com/watch?v=_HgVLpmNxTY,https://www.themealdb.com/images/media/meals/tvvxpv1511191952.jpg,https://www.themealdb.com/meal/52842,2026-08-10T01:05:06Z
mealdb#52897,Carrot Cake,Dessert,British,United Kingdom,Vegetable Oil|Plain Flour|Bicarbonate Of Soda|Sugar|Eggs|Salt|Cinnamon|Carrots|Walnuts|Cream Cheese|Caster Sugar|Butter,450ml|400g|2 tsp|550ml|5|½ tsp|2 tsp|500g grated|150g|200g|150g|100g,12,https://www.bbc.co.uk/food/recipes/classic_carrot_cake_08513,https://www.youtube.com/watch?v=asjZ7iTrGKA,https://www.themealdb.com/images/media/meals/vrspxv1511722107.jpg,https://www.themealdb.com/meal/52897,2026-08-10T01:05:06Z
mealdb#52898,Chelsea Buns,Dessert,British,United Kingdom,White Flour|Salt|Yeast|Milk|Butter|Eggs|Vegetable Oil|Butter|Brown Sugar|Cinnamon|Dried Fruit|Milk|Caster Sugar,500g|1 tsp|7g|300ml|40g|1|Dash|25g|75g|2 tsp|150g|2 tbs|2 tbs,13,https://www.bbc.co.uk/food/recipes/chelsea_buns_95015,https://www.youtube.com/watch?v=i_zemP3yBKw,https://www.themealdb.com/images/media/meals/vqpwrv1511723001.jpg,https://www.themealdb.com/meal/52898,2026-08-10T01:05:06Z
mealdb#52846,Chicken & mushroom Hotpot,Chicken,British,United Kingdom,Butter|Onion|Mushrooms|Plain Flour|Chicken Stock Cube|Nutmeg|Mustard Powder|Chicken|Sweetcorn|Potatoes|Butter,50g|1 chopped|100g|40g|1|pinch|pinch|250g|2 Handfuls|2 large|1 knob,11,https://www.bbcgoodfood.com/recipes/chicken-mushroom-hot-pot,https://www.youtube.com/watch?v=bXKWu4GojNI,https://www.themealdb.com/images/media/meals/uuuspp1511297945.jpg,https://www.themealdb.com/meal/52846,2026-08-10T01:05:06Z
mealdb#52875,Chicken Ham and Leek Pie,Chicken,British,United Kingdom,"Chicken Stock|Chicken Breast|Butter|Leek|Garlic|Plain Flour|Milk|White Wine|Double Cream|Ham|Sea Salt|Pepper|Plain Flour|Butter|Free-range Egg, Beaten|Cold Water|Free-range Egg, Beaten",450ml|3|75g|2 sliced|2 cloves minced|50g|200ml|3 tbs|150ml|150g|spinkling|pinch|350g|200g|1|1 tbls|1,17,https://www.bbc.co.uk/food/recipes/creamy_chicken_ham_and_03877,https://www.youtube.com/watch?v=xr-CpPE_lNk,https://www.themealdb.com/images/media/meals/xrrtss1511555269.jpg,https://www.themealdb.com/meal/52875,2026-08-10T01:05:06Z
mealdb#52853,Chocolate Avocado Mousse,Dessert,British,United Kingdom,Banana|Cacao|Avocado|Honey|Lemon Juice|Vanilla|Water|Sea Salt,1|3 tbsp|1|2 tblsp|1 tsp|1 tsp|2 tbsp|pinch,8,http://www.hemsleyandhemsley.com/recipe/chocolate-avocado-mousse/,https://www.youtube.com/watch?v=wuZffe60q4M,https://www.themealdb.com/images/media/meals/uttuxy1511382180.jpg,https://www.themealdb.com/meal/52853,2026-08-10T01:05:06Z
mealdb#52966,Chocolate Caramel Crispy,Dessert,British,United Kingdom,Mars Bar|Butter|Rice Krispies|Milk Chocolate,6 chopped|150g|120g|150g,4,http://www.donalskehan.com/recipes/chocolate-caramel-rice-crispy-treats/,https://www.youtube.com/watch?v=qsk_At_gjv0,https://www.themealdb.com/images/media/meals/1550442508.jpg,https://www.themealdb.com/meal/52966,2026-08-10T01:05:06Z
mealdb#52990,Christmas cake,Dessert,British,United Kingdom,Butter|Muscovado Sugar|Plain Flour|Eggs|Ground Almonds|Sherry|Candied Peel|Glace Cherry|Raisins|Currants|Pecan Nuts|Lemon|Mixed Spice|Rose water|Vanilla Extract|Baking Powder,200g|200g|200g|4 Beaten|50g|100ml|85g|85g|250g|250g|100g|Grated zest of 1|1 ½ tbsp|1 ½ tbsp|1/2 tsp|1/2 tsp,16,https://www.bbcgoodfood.com/recipes/angela-nilsens-christmas-cake,https://www.youtube.com/watch?v=34yeL8TstO0,https://www.themealdb.com/images/media/meals/ldnrm91576791881.jpg,https://www.themealdb.com/meal/52990,2026-08-10T01:05:06Z
mealdb#52788,Christmas Pudding Flapjack,Dessert,British,United Kingdom,salted butter|dark soft brown sugar|golden syrup|orange|rolled oats|Christmas pudding,250g|225g|150g|Zest of 1|500g|250g,6,,https://www.youtube.com/watch?v=OaqvGvEiwzU,https://www.themealdb.com/images/media/meals/vvusxs1483907034.jpg,https://www.themealdb.com/meal/52788,2026-08-10T01:05:06Z
mealdb#52989,Christmas Pudding Trifle,Dessert,British,United Kingdom,Orange|Demerara Sugar|Grand Marnier|Christmas Pudding|Custard|Mascarpone|Double Cream|Flaked Almonds|Dark Chocolate,3|1 tbs|2 tbs|300g|500g|250g|284ml|Handful|Grated,9,https://www.bbcgoodfood.com/recipes/1826685/christmas-pudding-trifle,https://www.youtube.com/watch?v=jRfyNQs5qhU,https://www.themealdb.com/images/media/meals/r33cud1576791081.jpg,https://www.themealdb.com/meal/52989,2026-08-10T01:05:06Z
mealdb#52988,Classic Christmas pudding,Dessert,British,United Kingdom,Almonds|Bramley Apples|Candied Peel|Nutmeg|Raisins|Plain Flour|Breadcrumbs|Muscovado Sugar|Eggs|Brandy|Butter,50g|2 large|200g|1 whole|1kg|140g|100g|100g|3 Large|2 tbs|250g,11,https://www.bbcgoodfood.com/recipes/classic-christmas-pudding,https://www.youtube.com/watch?v=Pb_lJxL1vtk,https://www.themealdb.com/images/media/meals/1d85821576790598.jpg,https://www.themealdb.com/meal/52988,2026-08-10T01:05:06Z
mealdb#53096,Corned Beef Hash,Beef,British,United Kingdom,Unsalted Butter|Onion|Corned Beef|Potatoes|Kosher Salt|Black Pepper|Freshly Chopped Parsley,3 tablespoons|1 medium chopped|3 Cups|3 chopped|Dash|Dash|Chopped,7,https://www.simplyrecipes.com/recipes/corned_beef_hash/,https://www.youtube.com/watch?v=SPr_UnCrYPg,https://www.themealdb.com/images/media/meals/vz94r81760534692.jpg,https://www.themealdb.com/meal/53096,2026-08-10T01:05:06Z
mealdb#52841,Creamy Tomato Soup,Starter,British,United Kingdom,Olive Oil|Onions|Celery|Carrots|Potatoes|Bay Leaf|Tomato Puree|Sugar|White Vinegar|Chopped Tomatoes|Passata|Vegetable Stock Cube|Whole Milk,3 tbsp|2 chopped|2 sticks|300g|500g|4|5 tblsp|2 tblsp|2 tblsp|1½ kg|500g|3|400ml,13,https://www.bbcgoodfood.com/recipes/2604646/creamy-tomato-soup,https://www.youtube.com/watch?v=lBhwjjUiFk4,https://www.themealdb.com/images/media/meals/stpuws1511191310.jpg,https://www.themealdb.com/meal/52841,2026-08-10T01:05:06Z
mealdb#53098,Cumberland Pie,Beef,British,United Kingdom,Celery|Onion|Carrots|Bay Leaves|Thyme|Vegetable Oil|Butter|Flour|Tomato Puree|Worcestershire Sauce|Beef Stock Cubes|Feather blade beef|Potatoes|Mature Cheddar|Parmesan Cheese,2|1 chopped|2 large|5|3|2 tblsp|1 tablespoon|2 tablespoons|2 tblsp|2 tablespoons|2|800g|800g|25g|25g,15,https://www.bbcgoodfood.com/recipes/crispy-topped-cumberland-pie,https://www.youtube.com/watch?v=r1lnsOTNjws,https://www.themealdb.com/images/media/meals/pvfkz61761595976.jpg,https://www.themealdb.com/meal/53098,2026-08-10T01:05:06Z
mealdb#52899,Dundee cake,Dessert,British,United Kingdom,Almonds|Butter|Muscovado Sugar|Orange|Apricot Jam|Plain Flour|Baking Powder|Eggs|Ground Almonds|Milk|Dried Fruit|Glace Cherry|Milk|Caster Sugar,100g|180g|180g|Zest of 1|3 tbs|225g|1 tsp|3 Large|100g|2 tbs|500g|100g|1 tbs|2 tsp,14,https://www.bbcgoodfood.com/recipes/2155640/dundee-cake,https://www.youtube.com/watch?v=4hEXsfpeMQE,https://www.themealdb.com/images/media/meals/wxyvqq1511723401.jpg,https://www.themealdb.com/meal/52899,2026-08-10T01:05:06Z
mealdb#52888,Eccles Cakes,Dessert,British,United Kingdom,Butter|Plain Flour|Lemon|Butter|Currants|Mixed Peel|Muscovado Sugar|Cinnamon|Ginger|Allspice|Lemon|Eggs|Sugar,250g|350g|Juice of 1/2|25g|200g|50g|100g|1 tsp|1 tsp|1 tsp|Zest of 1|1 beaten|spinkling,13,https://www.bbcgoodfood.com/recipes/786659/eccles-cakes,https://www.youtube.com/watch?v=xV0QCJ0GD5w,https://www.themealdb.com/images/media/meals/wtqrqw1511639627.jpg,https://www.themealdb.com/meal/52888,2026-08-10T01:05:06Z
mealdb#52895,English Breakfast,Breakfast,British,United Kingdom,Sausages|Bacon|Mushrooms|Tomatoes|Black Pudding|Eggs|Bread,2|3|2|2|1 Slice|2|1 Slice,7,https://www.bbc.co.uk/food/recipes/stressfreefullenglis_67721,https://www.youtube.com/watch?v=FXjYU2Ensck,https://www.themealdb.com/images/media/meals/utxryw1511721587.jpg,https://www.themealdb.com/meal/52895,2026-08-10T01:05:06Z
mealdb#52791,Eton Mess,Dessert,British,United Kingdom,strawberries|double cream|meringue nests|ginger cordial|Mint,500g|400ml|3 x 7.5cm|1 tbsp|sprigs of fresh,5,,https://www.youtube.com/watch?v=43WgiNq54L8,https://www.themealdb.com/images/media/meals/uuxwvq1483907861.jpg,https://www.themealdb.com/meal/52791,2026-08-10T01:05:06Z
mealdb#52802,Fish pie,Seafood,British,United Kingdom,Floury Potatoes|Olive Oil|Semi-skimmed Milk|White Fish Fillets|Plain flour|Nutmeg|Double Cream|Jerusalem Artichokes|Leek|Prawns|Parsley|Dill|Lemon|Gruyère|Lemon,900g|2 tbsp|600ml|800g|1 tbsp|Grating|3 tbsp|200g|1 finely sliced|200g peeled raw|Large handful|Handful|Grated zest of 1|25g grated|Juice of 1,15,,https://www.youtube.com/watch?v=2sX4fCgg-UI,https://www.themealdb.com/images/media/meals/ysxwuq1487323065.jpg,https://www.themealdb.com/meal/52802,2026-08-10T01:05:06Z
mealdb#52896,Full English Breakfast,Breakfast,British,United Kingdom,Sausages|Bacon|Mushrooms|Tomatoes|Black Pudding|Eggs|Bread|Baked Beans,4|4|4|3|2 sliced|2|1 Slice|100g,8,https://www.bbc.co.uk/food/recipes/stressfreefullenglis_67721,https://www.youtube.com/watch?v=FXjYU2Ensck,https://www.themealdb.com/images/media/meals/sqrtwu1511721265.jpg,https://www.themealdb.com/meal/52896,2026-08-10T01:05:06Z
mealdb#52890,Jam Roly-Poly,Dessert,British,United Kingdom,Butter|Self-raising Flour|Vanilla|Suet|Milk|Raspberry Jam|Custard,50g|250g|1 small|50g|150ml|100g|to serve,7,https://www.bbcgoodfood.com/recipes/13354/jam-rolypoly,https://www.youtube.com/watch?v=5ZYWVQ8imVA,https://www.themealdb.com/images/media/meals/ysqupp1511640538.jpg,https://www.themealdb.com/meal/52890,2026-08-10T01:05:06Z
mealdb#52887,Kedgeree,Seafood,British,United Kingdom,Smoked Haddock|Bay Leaves|Milk|Eggs|Parsley|Coriander|Vegetable Oil|Onion|Coriander|Curry Powder|Rice,300g|2|300ml|4|Handful|Handful|2 tbs|1 chopped|1 tsp|2 tsp|300g,11,https://www.bbcgoodfood.com/recipes/10421/kedgeree,https://www.youtube.com/watch?v=_Pw1I1-SItE,https://www.themealdb.com/images/media/meals/utxqpt1511639216.jpg,https://www.themealdb.com/meal/52887,2026-08-10T01:05:06Z
mealdb#52877,Lamb and Potato pie,Lamb,British,United Kingdom,Lamb Shoulder|Flour|Vegetable Oil|Onion|Carrots|Vegetable Stock|Potatoes|Shortcrust Pastry|Eggs,500g|1 tbls|Dash|1 sliced|2 sliced|350ml/12fl|500g|450g|To Glaze,9,https://www.bbc.co.uk/food/recipes/lambandpotatopie_83913,https://www.youtube.com/watch?v=NCyPaaUNYUk,https://www.themealdb.com/images/media/meals/sxrpws1511555907.jpg,https://www.themealdb.com/meal/52877,2026-08-10T01:05:06Z
mealdb#52884,Lancashire hotpot,Lamb,British,United Kingdom,Butter|Lamb|Lamb Kidney|Onions|Carrots|Plain Flour|Worcestershire Sauce|Chicken Stock|Bay Leaves|Potatoes,100g|900g|3|2 medium|4 sliced|25g|2 tsp|500ml|2|900g,10,https://www.bbcgoodfood.com/recipes/9099/lancashire-hotpot,https://www.youtube.com/watch?v=w6TS5J8YRA4,https://www.themealdb.com/images/media/meals/uttrxw1511637813.jpg,https://www.themealdb.com/meal/52884,2026-08-10T01:05:06Z
mealdb#52900,Madeira Cake,Dessert,British,United Kingdom,Butter|Caster Sugar|Eggs|Self-raising Flour|Milk|Lemon|Mixed Peel,175g|175g|3|250g|3 tbs|Zest of 1|To Glaze,7,https://www.bbc.co.uk/food/recipes/madeiracake_73878,https://www.youtube.com/watch?v=-YDh4WEmK_E,https://www.themealdb.com/images/media/meals/urtqut1511723591.jpg,https://www.themealdb.com/meal/52900,2026-08-10T01:05:06Z
mealdb#52880,McSinghs Scotch pie,Lamb,British,United Kingdom,Cumin|Rapeseed Oil|Red Onions|Garlic Clove|Green Chilli|Red Pepper|Nutmeg|Coriander|Lamb Mince|Pepper|Coriander|Plain Flour|Salt|Milk|Lard|Egg Yolks,2 tsp|1 tbs|2 finely chopped|6|3 finely chopped|1 finely chopped|1 tsp|2 tsp|1kg|1 tsp|3 tbs|340g|½ tsp|90 ml|150g|Beaten,16,https://www.bbc.co.uk/food/recipes/mcsinghs_scotch_pie_98356,https://www.youtube.com/watch?v=1nArqhRyszw,https://www.themealdb.com/images/media/meals/vssrtx1511557680.jpg,https://www.themealdb.com/meal/52880,2026-08-10T01:05:06Z
mealdb#52991,Mince Pies,Dessert,British,United Kingdom,Butter|Plain Flour|Caster Sugar|Mincemeat|Egg|Icing Sugar,225g|350g|100g|280g|1 small|Topping,6,https://www.bbcgoodfood.com/recipes/2174/unbelievably-easy-mince-pies,https://www.youtube.com/watch?v=PnXft7lQNJE,https://www.themealdb.com/images/media/meals/qe8pf51576795532.jpg,https://www.themealdb.com/meal/52991,2026-08-10T01:05:06Z
mealdb#52876,Minced Beef Pie,Beef,British,United Kingdom,Vegetable Oil|Minced Beef|Onion|Tomato Puree|Plain Flour|Mushrooms|Beef Stock|Worcestershire Sauce|Shortcrust Pastry|Egg Yolks,2 tbs|500g|1 chopped|1 tbls|1 ½ tbsp|75g|250ml|Dash|400g|1,10,https://www.bbc.co.uk/food/recipes/mincedbeefpie_89198,https://www.youtube.com/watch?v=QY47h-uqq5g,https://www.themealdb.com/images/media/meals/xwutvy1511555540.jpg,https://www.themealdb.com/meal/52876,2026-08-10T01:05:06Z
mealdb#52864,Mushroom & Chestnut Rotolo,Vegetarian,British,United Kingdom,Mushrooms|Chestnuts|Challots|Garlic|Rosemary|Wild Mushrooms|Soy Sauce|White Wine|Lasagne Sheets|Breadcrumbs|Sage|Truffle Oil,30g|240g|3|3 cloves|3 sprigs|500g|2 tblsp|125ml|350g|4 tbsp|1/2 handful|to serve,12,https://www.bbcgoodfood.com/recipes/mushroom-chestnut-rotolo,https://www.youtube.com/watch?v=GNN7_ZSJ5YE,https://www.themealdb.com/images/media/meals/ssyqwr1511451678.jpg,https://www.themealdb.com/meal/52864,2026-08-10T01:05:06Z
mealdb#52902,Parkin Cake,Dessert,British,United Kingdom,Butter|Egg|Milk|Golden Syrup|Black Treacle|Brown Sugar|Oatmeal|Self-raising Flour|Ground Ginger,200g|1 large|4 tbs|200g|85g|85g|100g|250g|1 tbs,9,https://www.bbcgoodfood.com/recipes/1940684/parkin,https://www.youtube.com/watch?v=k1lG4vk2MQA,https://www.themealdb.com/images/media/meals/qxuqtt1511724269.jpg,https://www.themealdb.com/meal/52902,2026-08-10T01:05:06Z
mealdb#52901,Rock Cakes,Dessert,British,United Kingdom,Self-raising Flour|Caster Sugar|Baking Powder|Butter|Dried Fruit|Eggs|Milk|Vanilla Extract,225g|75g|1 tsp|125g|150g|1|1 tbs|2 tsp,8,https://www.bbc.co.uk/food/recipes/rock_cakes_03094,https://www.youtube.com/watch?v=tY3taZO3Aro,https://www.themealdb.com/images/media/meals/tqrrsq1511723764.jpg,https://www.themealdb.com/meal/52901,2026-08-10T01:05:06Z
mealdb#52960,Salmon Avocado Salad,Seafood,British,United Kingdom,Salmon|Avocado|Cucumber|Spinach|Mint|Lime|Honey|Olive Oil,400g|3|1|400g|4 tbs|zest and juice of 1|2 tsp|3 tbs,8,https://www.bbcgoodfood.com/recipes/4521/salmon-avocado-and-cucumber-salad,https://www.youtube.com/watch?v=FJiu2S0Xap0,https://www.themealdb.com/images/media/meals/1549542994.jpg,https://www.themealdb.com/meal/52960,2026-08-10T01:05:06Z
mealdb#52784,Smoky Lentil Chili with Squash,Vegetarian,British,United Kingdom,Olive Oil|Onion|Leek|Garlic|Cumin|Coriander|Smoked Paprika|Cinnamon|Chili Powder|Cocoa|Dried Oregano|Diced Tomatoes|Water|Carrots|Brown Lentils|Sea Salt|Squash|Cashews|Apple Cider Vinegar,1 tbls|1|1 chopped|3 cloves|4 tsp ground|2 tsp ground|1 tsp|1/2 tsp|1 tsp|1 tsp|1/2 tsp|1 can|3 cups|3 chopped|1 1/2 cups|1 tsp|1 Small|1 Cup|1 tsp,19,http://www.wholeheartedeats.com/2016/11/smoky-lentil-chili-squash/,https://www.youtube.com/watch?v=pKmqawK2Tqs,https://www.themealdb.com/images/media/meals/uwxqwy1483389553.jpg,https://www.themealdb.com/meal/52784,2026-08-10T01:05:06Z
mealdb#52886,Spotted Dick,Dessert,British,United Kingdom,Self-raising Flour|Salt|Suet|Currants|Caster Sugar|Lemon|Orange|Milk|Custard,250g|pinch|125g|175g|80g|Zest of 1|Zest of 1|150ml|to serve,9,https://www.bbcgoodfood.com/recipes/2686661/spotted-dick,https://www.youtube.com/watch?v=fu15XOF-ros,https://www.themealdb.com/images/media/meals/xqvyqr1511638875.jpg,https://www.themealdb.com/meal/52886,2026-08-10T01:05:06Z
mealdb#52881,Steak and Kidney Pie,Beef,British,United Kingdom,Puff Pastry|Egg White|Egg Yolks|Vegetable Oil|Beef|Lamb Kidney|Onions|Plain Flour|Beef Stock|Salt|Pepper|Worcestershire Sauce,300g|Beaten|Beaten|2 tbs|70 ml|200g|2 chopped|30g|85 ml|pinch|pinch|Dash,12,https://www.bbc.co.uk/food/recipes/steakandkidneypie_73308,https://www.youtube.com/watch?v=oTw5tPt4KmA,https://www.themealdb.com/images/media/meals/qysyss1511558054.jpg,https://www.themealdb.com/meal/52881,2026-08-10T01:05:06Z
mealdb#52883,Sticky Toffee Pudding,Dessert,British,United Kingdom,Butter|Muscovado Sugar|Eggs|Self-raising Flour|Baking Powder|Bicarbonate Of Soda|Black Treacle|Milk|Double Cream|Butter|Muscovado Sugar|Black Treacle|Double Cream|Vanilla Extract,100g|175g|2 large|225g|1 tsp|1 tsp|3 tbs|275ml|to serve|100g|125g|1 tbs|300ml|1 tsp,14,https://www.bbc.co.uk/food/recipes/marys_sticky_toffee_41970,https://www.youtube.com/watch?v=Wytv3bjqJII,https://www.themealdb.com/images/media/meals/xqqqtu1511637379.jpg,https://www.themealdb.com/meal/52883,2026-08-10T01:05:06Z
mealdb#52793,Sticky Toffee Pudding Ultimate,Dessert,British,United Kingdom,Medjool dates|water|vanilla extract|self-raising flour|bicarbonate of soda|eggs|butter|demerara sugar|black treacle|milk|ice cream|muscovado sugar|butter|double cream|black treacle,225g|175ml Boiling|1 tsp|175g|1 tsp|2|85g|140g|2 tbsp|100ml|1 scoop|175g|50g|225ml|1 tbsp,15,https://www.youtube.com/watch?v=Wytv3bjqJII,https://www.youtube.com/watch?v=hKq6RbxJHBo,https://www.themealdb.com/images/media/meals/xrptpq1483909204.jpg,https://www.themealdb.com/meal/52793,2026-08-10T01:05:06Z
