primary_key,store_id,store_name,product_id,product_name,brand,size,price,category
new_world_5307233-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5307233-EA-000,Protein+ Brown & Red Rice Lime Lemongrass & Chickpeas Tuna Bowl,John West,100g,5.0,Seafood
new_world_5025497-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5025497-EA-000,Streaky Bacon,Beehive,1kg,9.19,Deli Meats & Smoked Fish
new_world_5014189-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5014189-EA-000,Crafty Cooks Bacon Strips,Hellers,1kg,7.0,Deli Meats & Smoked Fish
new_world_5014492-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5014492-EA-000,Rindless Eye Bacon,Beehive,1kg,8.99,Deli Meats & Smoked Fish
new_world_5018448-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5018448-EA-000,Middle Bacon,Medallion,1kg,14.99,Deli Meats & Smoked Fish
new_world_5276267-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5276267-EA-000,Old School Venison Sausages,Beard Brothers,1kg,12.69,"Mince, Sausages & Meatballs"
new_world_5031176-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5031176-EA-000,Hypo-Allergenic 3 Ply Long Toilet Rolls,Sorbent,100 sheets,11.99,Household Cleaning & Paper
new_world_5263775-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5263775-EA-000,Recycled 2ply Long Toilet Rolls,Earthsmart,100 sheets,7.49,Household Cleaning & Paper
new_world_5326473-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5326473-EA-000,Soft & Strong Every Day 3 Ply White Tissues,Paseo,100,3.09,Household Cleaning & Paper
new_world_5347425-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5347425-EA-000,Rapid Lime Dishwash Tablets,Active,100,26.99,Household Cleaning & Paper
new_world_5340458-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5340458-EA-000,Citrus Dishwash Liquid,Pams Value,100ml,3.39,Household Cleaning & Paper
new_world_5016409-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5016409-EA-000,Lime With Baking Soda Dishwasher Cleaner,Active,100ml,9.29,Household Cleaning & Paper
new_world_5340686-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5340686-EA-000,Lemon Plant Powered Dishwasher Tablets,Earthwise,ea,15.99,Household Cleaning & Paper
new_world_5335527-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335527-EA-000,Super Dish Brush,Pams,1pk,2.99,Household Cleaning & Paper
new_world_5320882-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5320882-EA-000,Cloud Nine Laundry In-Wash Scent Booster,Fluffy,100g,27.99,Household Cleaning & Paper
new_world_5313393-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5313393-EA-000,Sensitive 3 In 1 Laundry Capsules,Persil,100,44.99,Household Cleaning & Paper
new_world_5304194-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5304194-EA-000,Sensitive 3 In 1 Laundry Capsules,Persil,ea,26.49,Household Cleaning & Paper
new_world_5335839-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335839-EA-000,Refresh Rinse Ocean Fresh Fabric Conditioner,Cuddly,100ml,14.99,Personal Care
new_world_5321537-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5321537-EA-000,Fresh Ocean Scent Dryer Sheets,Resolv,ea,7.99,Household Cleaning & Paper
new_world_5287218-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5287218-EA-000,Bam Eucalyptus Washing Machine Cleaner,Easy-Off,100ml,8.49,Household Cleaning & Paper
new_world_5248181-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5248181-EA-000,Napisan Stain Remover Gold White Powder,Vanish,100g,17.49,Household Cleaning & Paper
new_world_5012788-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5012788-EA-000,Aromatherapy Relaxing Fabric Softener,Cuddly,100ml,5.39,Household Cleaning & Paper
new_world_5286365-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5286365-EA-000,Push Up Volume Lifting Shampoo,Schwarzkopf Extra Care,100ml,9.99,Personal Care
new_world_5335711-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335711-EA-000,Moisture Rich Shampoo,Tresemme,100ml,9.99,Personal Care
new_world_5274940-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5274940-EA-000,Original Dry Shampoo,Batiste,100ml,14.99,Personal Care
new_world_5315299-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5315299-EA-000,Kids Bluey 3 in1 Shampoo Conditioner & Body Wash,Palmolive,100ml,12.69,Personal Care
new_world_5242612-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5242612-EA-000,Coconut & Sandalwood Body Wash,Glow Lab,100ml,19.23,Personal Care
new_world_5019770-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5019770-EA-000,Dreamy Skin Body Wash,Johnson's Body Care,100ml,11.99,Personal Care
new_world_5285617-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5285617-EA-000,Men+Care Clean Comfort Body And Face Wash,Dove,100ml,19.99,Personal Care
new_world_5282380-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5282380-EA-000,Redberry Toothbrush Holder,Korbond,1pk,2.99,Personal Care
new_world_5015755-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5015755-EA-000,Stress Relief Body Wash,Aveeno,100ml,17.99,Personal Care
new_world_5335649-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335649-EA-000,Fruity Nourish Body Wash,Dove,100ml,8.99,Personal Care
new_world_5247338-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5247338-EA-000,Total Active Prevention Original Toothpaste,Colgate,100g,9.29,Personal Care
new_world_5282592-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5282592-EA-000,Kids Minions Mild Mint Gel Toothpaste 6+ Years,Colgate,100g,3.59,Personal Care
new_world_5023681-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5023681-EA-000,Baking Soda Toothpaste,Red Seal,100g,4.79,Personal Care
new_world_5083512-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5083512-EA-000,Maximum Cavity Protection Toothpaste,Colgate,100g,5.89,Personal Care
new_world_5246459-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5246459-EA-000,Total Active Prevention Original Toothpaste,Colgate,100g,5.79,Personal Care
new_world_5300003-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5300003-EA-000,Advanced Whitening Tartar Control Toothpaste,Colgate,100g,6.49,Personal Care
new_world_5247339-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5247339-EA-000,Total Active Prevention Whitening Toothpaste,Colgate,100g,6.69,Personal Care
new_world_5286134-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5286134-EA-000,Sensitivity & Gum All Day Protection Soft Mint Toothpaste,Oral-B,100g,9.99,Personal Care
new_world_5342964-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5342964-EA-000,Harry Potter Bubbling Cauldron Kids & Adult Toothpaste,Colgate,100g,8.49,Personal Care
new_world_5324099-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5324099-EA-000,Fresh Mint Toothpaste,Solid,100g,12.99,Personal Care
new_world_5314145-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5314145-EA-000,Kids 6+ Years Mild Mint Flavour Toothpaste,Oral-B,100g,3.49,Personal Care
new_world_5300006-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5300006-EA-000,Advanced Whitening Toothpaste,Colgate,100g,6.49,Personal Care
