primary_key,store_id,store_name,product_id,product_name,brand,size,price,category
pakn_save_5221708-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5221708-EA-000,Boneless Skinless Chicken Thighs,Pams Free Range,400g,9.99,Chicken & Poultry
pakn_save_5113040-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5113040-KGM-000,NZ Chicken Tenderloins,,kg,20.49,Chicken & Poultry
pakn_save_5115633-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5115633-KGM-000,NZ Skinless Chicken Thigh Fillet,,kg,24.99,Chicken & Poultry
pakn_save_5108515-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5108515-KGM-000,NZ Chicken Thigh Bone in Cutlets,,kg,15.79,Chicken & Poultry
pakn_save_5264638-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264638-EA-000,Tenderbasted Chicken Thighs,Tegel,4kg,31.29,Frozen Chicken & Meat
pakn_save_5005864-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5005864-EA-000,Chunky Cheese Sausages,Hellers,1kg,8.99,"Mince, Sausages & Meatballs"
pakn_save_5026055-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5026055-EA-000,Chinese Honey Sausages,Hellers,1kg,8.99,"Mince, Sausages & Meatballs"
pakn_save_5082981-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5082981-EA-000,New Yorker Porker Sausages,Hellers,6pk,7.49,Pork & Ham
pakn_save_5028230-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5028230-EA-000,Trusty BBQ Pre-Cooked Sausages,Hellers,1kg,10.99,"Mince, Sausages & Meatballs"
pakn_save_5312237-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5312237-EA-000,Classic Beef Sausages,Pams,6 x 75g,8.49,Beef
pakn_save_5019426-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5019426-EA-000,Streaky Bacon,Pams,250g,5.99,Deli Meats & Smoked Fish
pakn_save_5011576-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5011576-EA-000,Shoulder Bacon,Beehive,200g,3.49,Deli Meats & Smoked Fish
pakn_save_5021067-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5021067-EA-000,Ol' Smokey Streaky Bacon,Hellers,800g,12.99,Deli Meats & Smoked Fish
pakn_save_5084510-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5084510-EA-000,Streaky Bacon,Pams,1kg,17.99,Deli Meats & Smoked Fish
pakn_save_5033085-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5033085-EA-000,Manuka Smoked Streaky Bacon,Grandpa's Meat & Bacon Co.,1kg,19.99,Deli Meats & Smoked Fish
pakn_save_5013751-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5013751-EA-000,Shaved Champagne Ham,Beehive,100g,1.99,Deli Meats & Smoked Fish
pakn_save_5019277-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5019277-EA-000,Shaved Leg Ham,Country Pride,200g,3.59,Deli Meats & Smoked Fish
pakn_save_5039342-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039342-EA-000,Shaved Champagne Leg Ham,Hellers,100g,3.19,Deli Meats & Smoked Fish
pakn_save_5241237-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5241237-EA-000,Shaved Champagne Ham,Hellers,200g,4.79,Deli Meats & Smoked Fish
pakn_save_5013752-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5013752-EA-000,Shaved Honey Baked Ham,Beehive,100g,1.99,Deli Meats & Smoked Fish
