primary_key,store_id,store_name,product_id,product_name,brand,size,price,category
pakn_save_5004844-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5004844-EA-000,Basil & Oregano Italian Diced Tomatoes,Pams,400g,1.29,Canned Foods & Packets
pakn_save_5026477-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5026477-EA-000,Organic Chopped Tomatoes,Ceres Organics,400g,1.99,Canned Foods & Packets
pakn_save_5019940-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5019940-EA-000,Chunky Style Tuna In Spring Water,Sealord,95g,2.69,Canned Foods & Packets
pakn_save_5009951-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5009951-EA-000,Lemon Pepper Flavour Tuna,Sealord,95g,2.69,Canned Foods & Packets
pakn_save_5009952-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5009952-EA-000,Smoked Flavour Tuna,Sealord,95g,2.69,Canned Foods & Packets
pakn_save_5009950-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5009950-EA-000,Tomato & Basil Tuna,Sealord,95g,2.69,Canned Foods & Packets
pakn_save_5016928-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5016928-EA-000,Sweet Thai Chilli Tuna,Sealord,95g,2.69,Canned Foods & Packets
pakn_save_5030339-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5030339-EA-000,Chickpeas In Brine,Pams,400g,1.09,Canned Foods & Packets
pakn_save_5017693-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5017693-EA-000,Organic Chickpeas,Chantal Organics,400g,2.19,Canned Foods & Packets
pakn_save_5021436-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5021436-EA-000,Chickpeas In Spring Water,Wattie's,400g,2.39,Canned Foods & Packets
pakn_save_5042119-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5042119-EA-000,Brown Lentils In Brine,Pams,400g,1.09,Canned Foods & Packets
pakn_save_5030355-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5030355-EA-000,Cannellini Beans In Brine,Pams,410g,1.09,Canned Foods & Packets
pakn_save_5003771-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5003771-EA-000,Split Red Lentils,Pams,500g,2.29,Canned Foods & Packets
pakn_save_5124297-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5124297-EA-000,Organic Lentils,Chantal Organics,400g,2.19,Canned Foods & Packets
pakn_save_5009340-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5009340-EA-000,Red Kidney Beans In Brine,Pams,410g,1.09,Canned Foods & Packets
pakn_save_5219762-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5219762-EA-000,Black Beans In Brine,Pams,410g,1.09,Canned Foods & Packets
pakn_save_5017681-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5017681-EA-000,Organic Black Beans,Chantal Organics,400g,2.19,Canned Foods & Packets
pakn_save_5038667-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5038667-EA-000,Black Beans In Spring Water,Wattie's,400g,2.39,Canned Foods & Packets
pakn_save_5030321-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5030321-EA-000,Black Beans Refried,La Morena,440g,4.8,World Foods
pakn_save_5035399-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5035399-EA-000,Mexican Black Bean Chilli,Naked Kitchen,500g,7.79,Canned Foods & Packets
pakn_save_5004861-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5004861-EA-000,Tomato Paste,Pams,170g,1.29,"Cooking Sauces, Stocks & Marinades"
pakn_save_5013376-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5013376-EA-000,Tomato Paste,Leggo's,400g,5.71,"Cooking Sauces, Stocks & Marinades"
pakn_save_5019561-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5019561-EA-000,Triple Concentrate Tomato Paste,Leggo's,500g,5.91,"Cooking Sauces, Stocks & Marinades"
pakn_save_5001803-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5001803-EA-000,Tomato Paste,Leggo's,280g,4.01,"Cooking Sauces, Stocks & Marinades"
pakn_save_5024680-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5024680-EA-000,Tomato Paste Sachets,Leggo's,200g,3.5,"Cooking Sauces, Stocks & Marinades"
pakn_save_5019615-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5019615-EA-000,Tomato & Garlic Pasta Sauce,Pams,420g,2.29,"Cooking Sauces, Stocks & Marinades"
pakn_save_5091771-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5091771-EA-000,Roasted Garlic Chunky Tomato & Onion Pasta Sauce,Leggo's,500g,2.99,"Cooking Sauces, Stocks & Marinades"
pakn_save_5005317-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5005317-EA-000,Caramelised Onion & Garlic Pasta Sauce,Pams,510g,2.99,"Cooking Sauces, Stocks & Marinades"
pakn_save_5019580-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5019580-EA-000,Tomato & Herb Pasta Sauce,Pams,420g,2.29,"Cooking Sauces, Stocks & Marinades"
pakn_save_5005315-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5005315-EA-000,Tomato & Basil Pasta Sauce,Pams,510g,2.99,"Cooking Sauces, Stocks & Marinades"
pakn_save_5025977-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5025977-EA-000,Premium Golden Soy Sauce,High Mark,550ml,3.59,"Cooking Sauces, Stocks & Marinades"
pakn_save_5002597-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5002597-EA-000,Premium Dark Soy Sauce,High Mark,550ml,3.59,"Cooking Sauces, Stocks & Marinades"
pakn_save_5011636-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5011636-EA-000,Premium Soy Sauce,Lee Kum Kee,500ml,4.49,"Cooking Sauces, Stocks & Marinades"
pakn_save_5003826-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5003826-EA-000,Soy Sauce,Pams,550ml,3.19,"Cooking Sauces, Stocks & Marinades"
pakn_save_5013067-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5013067-EA-000,Thick Soy Style Sauce,Sungold,1l,5.29,"Cooking Sauces, Stocks & Marinades"
pakn_save_5224574-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5224574-EA-000,Korma Simmer Sauce,Patak's,450g,4.99,"Cooking Sauces, Stocks & Marinades"
pakn_save_5270043-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5270043-EA-000,Coconut Curry Meal Sauce,Barker's,500g,5.29,"Cooking Sauces, Stocks & Marinades"
pakn_save_5224577-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5224577-EA-000,Tikka Masala Simmer Sauce,Patak's,450g,4.99,"Cooking Sauces, Stocks & Marinades"
pakn_save_5023319-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5023319-EA-000,Butter Chicken Simmer Sauce,Taste of India,425g,4.89,"Cooking Sauces, Stocks & Marinades"
pakn_save_5224578-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5224578-EA-000,Cashew & Coconut Simmer Sauce,Patak's,450g,4.99,"Cooking Sauces, Stocks & Marinades"
pakn_save_5025903-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5025903-EA-000,Premium Coconut Milk,Trident,400ml,2.39,Canned Foods & Packets
pakn_save_5238653-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5238653-EA-000,Coconut Milk,Pams,400ml,1.39,Canned Foods & Packets
pakn_save_5127149-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5127149-EA-000,Classic Coconut Milk,Kara,400ml,3.5,Canned Foods & Packets
pakn_save_5001970-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5001970-EA-000,Coconut Cream,Solo's Choice,400ml,1.69,Canned Foods & Packets
pakn_save_5032518-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5032518-EA-000,Unsweetened Coconut Milk,Vitasoy,1l,3.59,Long Life & Dairy Free Milk
pakn_save_5003695-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5003695-EA-000,Canola Oil,Pams,500ml,1.89,Oil & Vinegar
pakn_save_5045051-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5045051-EA-000,Canola Oil,Pacific Crown,2l,8.49,Oil & Vinegar
pakn_save_5025226-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5025226-EA-000,Rice Bran Oil,Pams,1l,5.09,Oil & Vinegar
pakn_save_5006697-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5006697-EA-000,Pure Canola Oil,Simply,2l,8.49,Oil & Vinegar
pakn_save_5003828-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5003828-EA-000,Pure Olive Oil,Pams,500ml,8.69,Oil & Vinegar
pakn_save_5003761-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5003761-EA-000,Iodised Table Salt,Pams,1kg,1.49,"Spices, Seasoning & Coatings"
pakn_save_5341189-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5341189-EA-000,Iodised Table Salt,Pams,500g,2.19,"Spices, Seasoning & Coatings"
pakn_save_5027946-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5027946-EA-000,Naturals Coarse Sea Salt,Mrs Rogers,500g,2.29,"Spices, Seasoning & Coatings"
pakn_save_5034419-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5034419-EA-000,Himalayan Pink Salt Fine Bag,Mrs Rogers,1kg,2.99,"Spices, Seasoning & Coatings"
pakn_save_5229314-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5229314-EA-000,Naturals Coarse Himalayan Pink Salt,Mrs Rogers,1kg,2.99,"Spices, Seasoning & Coatings"
pakn_save_5026872-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5026872-EA-000,Naturals Eco Black Peppercorns,Mrs Rogers,30g,1.79,"Spices, Seasoning & Coatings"
pakn_save_5006164-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5006164-EA-000,Whole Black Peppercorns Grinder,Pams,45g,4.19,"Spices, Seasoning & Coatings"
pakn_save_5026416-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5026416-EA-000,Naturals Whole Black Peppercorns,Mrs Rogers,200g,8.19,"Spices, Seasoning & Coatings"
pakn_save_5026129-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5026129-EA-000,Ground Black Pepper,Gregg's,100g,6.49,"Spices, Seasoning & Coatings"
pakn_save_5002559-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5002559-EA-000,Ground Black Pepper,King,50g,4.29,"Spices, Seasoning & Coatings"
pakn_save_5008899-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5008899-EA-000,Crushed Garlic,Pams,230g,2.29,"Spices, Seasoning & Coatings"
pakn_save_5046145-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046145-EA-000,Garlic,,7pk,2.49,Fresh Salad & Herbs
pakn_save_5046565-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046565-KGM-000,Loose Garlic,,kg,10.99,Fresh Salad & Herbs
pakn_save_5241730-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5241730-EA-000,Naturals Eco Garlic Powder,Mrs Rogers,40g,1.79,"Spices, Seasoning & Coatings"
pakn_save_5046212-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046212-EA-000,Crushed Garlic,Healthy n Fresh,380g,4.79,"Spices, Seasoning & Coatings"
pakn_save_5045856-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5045856-KGM-000,Brown Onions,,kg,2.49,Vegetables
pakn_save_5264168-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264168-EA-000,Brown Onions,Value,2kg,3.99,Vegetables
pakn_save_5223140-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5223140-KGM-000,Peeled Red Onions,,kg,4.99,Vegetables
pakn_save_5009708-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5009708-EA-000,Onion Soup Mix Sachet,Maggi,32g,1.39,Canned Foods & Packets
pakn_save_5040009-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040009-EA-000,Spring Onions,,ea,2.29,Vegetables
pakn_save_5045849-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5045849-KGM-000,White Washed Potatoes,,kg,3.69,Vegetables
pakn_save_5264180-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264180-EA-000,Brushed Agria Potatoes,Pams,3kg,5.99,Vegetables
pakn_save_5045841-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5045841-KGM-000,Yellow Agria Potatoes,,kg,3.89,Vegetables
pakn_save_5264170-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264170-EA-000,Washed White Potatoes,Pams,4kg,7.99,Vegetables
pakn_save_5264178-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264178-EA-000,Washed Gourmet Potatoes,Pams,1kg,3.99,Vegetables
pakn_save_5040011-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040011-KGM-000,Orange Kumara,,kg,3.99,Vegetables
pakn_save_5229988-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5229988-EA-000,Kumara Fries,Sunny Hill,680g,6.79,Frozen Chips & Hash Browns
pakn_save_5039965-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039965-KGM-000,Carrots,,kg,1.99,Vegetables
pakn_save_5264169-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264169-EA-000,Fresh Carrots,Value,2kg,4.99,Vegetables
pakn_save_5245226-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5245226-EA-000,Beta Bites Snacking Carrots,Wilcox,250g,3.79,Vegetables
pakn_save_5264185-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5264185-EA-000,Washed Gourmet Carrots,Pams,1kg,3.99,Vegetables
pakn_save_5046562-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046562-EA-000,NZ Celery,,ea,1.99,Vegetables
pakn_save_5039956-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039956-EA-000,Broccoli,,ea,1.99,Vegetables
pakn_save_5039966-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039966-EA-000,Cauliflower,,ea,2.99,Vegetables
pakn_save_5294382-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5294382-EA-000,Frozen Whole Florets Broccoli,SB,1kg,5.54,Frozen Vegetables
pakn_save_5046517-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046517-EA-000,Green Cabbage Half,,ea,2.69,Vegetables
pakn_save_5012239-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5012239-EA-000,Broccoli & Cauliflower Medley,Wattie's,650g,5.19,Frozen Vegetables
pakn_save_5039960-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039960-EA-000,Green Cabbage,,ea,4.99,Vegetables
pakn_save_5046515-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046515-EA-000,Red Cabbage Half,,ea,3.99,Vegetables
pakn_save_5046440-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046440-EA-000,Fresh Cut Lettuce,,ea,2.79,Vegetables
pakn_save_5039990-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039990-EA-000,Bagged Iceberg Lettuce,,ea,3.99,Vegetables
pakn_save_5040462-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040462-EA-000,Baby Leaf Lettuce,Pams,100g,3.79,Vegetables
pakn_save_5047010-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5047010-EA-000,Fancy Green Lettuce,,ea,3.29,Vegetables
pakn_save_5303544-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5303544-EA-000,Baby Cos Lettuce,Pams,2pk,2.89,Vegetables
pakn_save_5040464-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040464-EA-000,Baby Spinach,Pams,120g,2.99,Vegetables
pakn_save_5331778-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5331778-EA-000,Baby Spinach,Pams,300g,5.49,Vegetables
pakn_save_5040743-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040743-EA-000,Spinach,Pams,ea,5.29,Vegetables
pakn_save_5089918-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5089918-EA-000,Frozen Blanched Spinach,SB,1kg,5.54,Frozen Vegetables
pakn_save_5008137-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5008137-EA-000,Premium Spinach,Fruzio,1kg,5.99,Frozen Vegetables
pakn_save_5040098-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040098-KGM-000,Loose Red Tomatoes,,kg,8.69,Vegetables
pakn_save_5028889-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5028889-EA-000,Telegraph Cucumber,,ea,4.99,Vegetables
pakn_save_5046505-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046505-EA-000,Green Capsicum,,ea,3.49,Vegetables
pakn_save_5028604-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5028604-EA-000,Greek Yoghurt & Cucumber With Fresh Mint Dip,Turkish Kitchen,180g,4.29,"Dips, Hummus & Antipasti"
pakn_save_5345926-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5345926-EA-000,Cherry Tomatoes,Pams,180g,5.99,Vegetables
pakn_save_5046533-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046533-KGM-000,White Button Mushrooms,,kg,7.99,Vegetables
pakn_save_5326590-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5326590-EA-000,White Button Mushrooms,Pams,400g,5.99,Vegetables
pakn_save_5294812-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5294812-EA-000,White Button Mushrooms,Meadow Mushrooms,200g,4.29,Vegetables
pakn_save_5040006-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040006-KGM-000,Portabello Flat Mushrooms,,kg,14.99,Vegetables
pakn_save_5009709-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5009709-EA-000,Creamy Mushroom Soup Mix Sachet,Maggi,37g,1.39,Canned Foods & Packets
pakn_save_5025801-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5025801-EA-000,Roasted Red Peppers In Oil,Golden Sun,680g,6.59,"Table Sauces, Dressings & Condiments"
pakn_save_5005954-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5005954-EA-000,Diced Tomatoes With Capsicum And Onion,Pams,400g,1.29,Canned Foods & Packets
pakn_save_5046525-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046525-KGM-000,Royal Gala Apples,,kg,3.99,Fruit
pakn_save_5040702-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040702-EA-000,Royal Gala Apples,Yummy Fruit,1.5kg,6.99,Fruit
pakn_save_5039945-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039945-KGM-000,Granny Smith Apples,,kg,4.69,Fruit
pakn_save_5046462-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046462-KGM-000,Ambrosia Apples,,kg,5.99,Fruit
pakn_save_5045864-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5045864-KGM-000,Rose Apples,,kg,5.29,Fruit
pakn_save_5046542-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046542-KGM-000,Bananas,,kg,3.49,Fruit
pakn_save_5007770-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5007770-EA-000,Bobby Bananas,Dole,1pk,3.49,Fruit
pakn_save_5205142-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5205142-EA-000,Spinach Apple Blueberry & Banana Vege Fruit Sticks,Mother Earth,152g,3.49,"Chips, Nuts & Snacks"
pakn_save_5336975-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5336975-EA-000,Banana Caramel Milk Chocolate Block,Whittaker's,250g,6.59,"Chocolate, Sweets & Chewing Gum"
pakn_save_5022980-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5022980-EA-000,Banana Blueberry & Quinoa 6+ Months,Only Organic,120g,1.89,Baby & Toddler Food
pakn_save_5046611-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046611-KGM-000,Navel Oranges Imported,,kg,3.99,Fruit
pakn_save_5039995-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039995-KGM-000,Mandarins,,kg,2.99,Fruit
pakn_save_5040012-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5040012-EA-000,Navel Oranges,Pams,1.5kg,4.99,Fruit
pakn_save_5046477-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5046477-KGM-000,Lemons,,kg,3.99,Fruit
pakn_save_5039976-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039976-KGM-000,Green Kiwifruit,,kg,5.29,Fruit
pakn_save_5039977-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5039977-KGM-000,Gold Kiwifruit,,kg,8.49,Fruit
pakn_save_5284230-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5284230-EA-000,Banana & Pear With NZ Kiwifruit 6+ Months Super Smooth,Natureland,120g,1.49,Baby & Toddler Food
pakn_save_5002226-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5002226-EA-000,Liquid Kiwifruit Fruit Drink,Nekta,2l,6.99,Juice & Smoothies
pakn_save_5335582-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5335582-EA-000,Kiwifruit,Cinderella,100g,5.29,Baking Supplies & Sugar
pakn_save_5104350-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5104350-KGM-000,NZ Beef Mince,,kg,17.99,Beef
pakn_save_5125914-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5125914-KGM-000,NZ Beef Prime Mince,,kg,19.99,Beef
pakn_save_5318934-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5318934-EA-000,Beef Mince,Affco,500g,8.39,Beef
pakn_save_5318932-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5318932-EA-000,Beef Mince,Affco,1kg,16.79,Beef
pakn_save_5103890-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5103890-KGM-000,NZ Pork Mince,,kg,16.99,Pork & Ham
pakn_save_5105651-KGM-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5105651-KGM-000,Skinless Chicken Breast,,kg,13.99,Chicken & Poultry
pakn_save_5221711-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5221711-EA-000,Boneless Skinless Chicken Breast,Pams Free Range,400g,8.99,Chicken & Poultry
pakn_save_5139623-EA-000,92086ded-a55d-4241-a364-7d7ea91531b4,PAK'nSAVE Lincoln Road,5139623-EA-000,Diced Chicken Breast,Pams Free Range,450g,8.79,Chicken & Poultry
